,tweet_id,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,top_prediction,top_prediction_confidence,top_prediction_is_dog,second_prediction,second_prediction_confidence,second_prediction_is_dog,third_prediction,third_prediction_confidence,third_prediction_is_dog
14,889531135344209921,13,10,Stuart,None,None,None,puppo,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True
15,889278841981685760,13,10,Oliver,None,None,None,None,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,12,10,Jim,None,None,None,None,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True
17,888804989199671297,13,10,Zeke,None,None,None,None,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
18,888554962724278272,13,10,Ralphus,None,None,None,None,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
19,888078434458587136,12,10,Gerald,None,None,None,None,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
20,887705289381826560,13,10,Jeffrey,None,None,None,None,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
21,887517139158093824,14,10,such,None,None,None,None,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False
22,887473957103951883,13,10,Canela,None,None,None,None,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
23,887343217045368832,13,10,None,None,None,None,None,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True
24,887101392804085760,12,10,None,None,None,None,None,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True
25,886983233522544640,13,10,Maya,None,None,None,None,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
26,886736880519319552,13,10,Mingus,None,None,None,None,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True
27,886680336477933568,13,10,Derek,None,None,None,None,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False
28,886366144734445568,12,10,Roscoe,None,None,pupper,None,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
29,886258384151887873,13,10,Waffles,None,None,None,None,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
30,885984800019947520,12,10,Jimbo,None,None,None,None,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
31,885528943205470208,13,10,Maisey,None,None,None,None,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
32,885167619883638784,13,10,None,None,None,None,None,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
33,884925521741709313,12,10,Earl,None,None,None,None,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
34,884876753390489601,13,10,Lola,None,None,None,None,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
35,884562892145688576,13,10,Kevin,None,None,None,None,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
36,884441805382717440,14,10,None,None,None,None,None,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
37,884162670584377345,12,10,Yogi,doggo,None,None,None,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
38,883838122936631299,12,10,Noah,None,None,None,None,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
39,883482846933004288,5,10,Bella,None,None,None,None,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
40,883360690899218434,13,10,Grizzwald,None,floofer,None,None,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
41,883117836046086144,13,10,None,None,None,None,None,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True
42,882992080364220416,13,10,Rusty,None,None,None,None,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False
43,882762694511734784,12,10,Gus,None,None,pupper,None,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True
44,882627270321602560,13,10,Stanley,None,None,None,None,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
45,882268110199369728,13,10,Alfy,None,None,None,None,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True
46,882045870035918850,13,10,Koko,None,None,None,None,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
47,881906580714921986,12,10,Rey,None,None,None,None,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False
48,881666595344535552,13,10,Gary,None,None,None,None,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True
49,881536004380872706,14,10,a,None,None,pupper,None,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False
50,881268444196462592,12,10,Elliot,None,None,None,None,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False
51,880935762899988482,13,10,Louis,None,None,None,None,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False
52,880872448815771648,12,10,None,None,None,None,None,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
53,880465832366813184,12,10,Bella,None,None,None,None,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
54,880221127280381952,12,10,Jesse,None,None,None,None,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True
55,880095782870896641,11,10,None,None,None,None,None,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
56,879862464715927552,13,10,Romeo,None,None,None,None,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
57,879492040517615616,12,10,Bailey,None,None,None,None,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False
58,879415818425184262,13,10,Duddles,None,None,None,None,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
59,879376492567855104,12,10,Jack,None,None,None,None,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True
60,879050749262655488,11,10,Steven,None,None,None,None,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False
61,879008229531029506,13,10,Beau,None,None,None,None,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
62,878776093423087618,13,10,Snoopy,None,None,None,puppo,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True
63,878281511006478336,13,10,Shadow,None,None,None,None,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True
64,878057613040115712,14,10,Emmy,None,None,None,None,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True
65,877736472329191424,13,10,Aja,None,None,None,None,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
66,877556246731214848,12,10,Penny,None,None,None,None,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
67,877316821321428993,13,10,Dante,None,None,None,None,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
68,877201837425926144,12,10,Nelly,None,None,None,None,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
69,876838120628539392,12,10,Ginger,None,None,pupper,None,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True
70,876484053909872640,13,10,Benedict,None,None,None,None,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True
71,876120275196170240,13,10,Venti,None,None,None,None,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
72,875747767867523072,13,10,Goose,None,None,None,None,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
73,875144289856114688,13,10,Nugget,None,None,None,None,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
74,875021211251597312,12,10,None,None,None,None,None,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True
75,874680097055178752,12,10,Cash,None,None,None,None,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True
76,874296783580663808,13,10,Jed,None,None,pupper,None,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True
77,874057562936811520,12,10,None,None,None,None,None,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True
78,874012996292530176,13,10,Sebastian,None,None,None,puppo,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True
79,873580283840344065,13,10,None,None,None,None,None,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True
80,873213775632977920,12,10,Sierra,None,None,pupper,None,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True
81,872967104147763200,12,10,None,doggo,None,None,None,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True
82,872820683541237760,13,10,None,None,None,None,None,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
83,872620804844003328,13,10,Monkey,None,None,None,None,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True
84,872486979161796608,12,10,None,None,None,None,None,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True
85,872261713294495745,13,10,Harry,None,None,None,None,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True
86,872122724285648897,12,10,Kody,None,None,None,None,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True
87,871879754684805121,13,10,Lassie,None,None,None,None,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True
88,871762521631449091,12,10,Rover,None,None,pupper,None,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True
89,871515927908634625,12,10,Napolean,doggo,None,None,None,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False
90,871032628920680449,13,10,Boomer,None,None,None,None,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False
91,870804317367881728,11,10,None,None,None,None,None,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False
92,870656317836468226,13,10,Cody,None,None,None,None,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True
93,870374049280663552,13,10,Zoey,None,None,None,None,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True
94,870308999962521604,13,10,Rumble,None,None,None,None,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True
95,870063196459192321,14,10,Clifford,None,None,None,None,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False
96,869772420881756160,13,10,Dewey,None,None,None,None,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True
97,869702957897576449,13,10,Stanley,None,None,None,None,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True
98,869596645499047938,12,10,Scout,doggo,None,None,None,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False
99,869227993411051520,13,10,Gizmo,None,None,None,None,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True
100,868880397819494401,14,10,Walter,None,None,None,None,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False
101,868622495443632128,13,10,None,None,None,None,None,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True
102,868552278524837888,12,10,Cooper,None,None,None,None,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True
103,867900495410671616,12,10,None,None,None,None,None,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True
104,867774946302451713,13,10,Harold,None,None,None,None,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True
105,867421006826221569,12,10,Shikha,None,None,None,puppo,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True
106,867051520902168576,13,10,None,None,None,None,None,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True
107,866686824827068416,12,10,Lili,None,None,None,None,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True
108,866450705531457537,13,10,Jamesy,None,None,pupper,None,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True
109,866334964761202691,12,10,Coco,None,None,None,None,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True
110,865718153858494464,13,10,Boomer,None,None,None,None,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True
111,865359393868664832,13,10,Sammy,None,None,None,None,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True
112,865006731092295680,13,10,Nelly,None,None,None,None,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True
113,864873206498414592,14,10,None,None,None,None,None,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False
114,864279568663928832,12,10,Meatball,None,None,None,None,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True
115,864197398364647424,13,10,Paisley,None,None,None,None,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True
116,863907417377173506,13,10,Albus,None,None,None,None,marmot,0.35882800000000004,False,meerkat,0.174703,False,weasel,0.123485,False
117,863553081350529029,13,10,Neptune,None,None,None,None,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True
118,863432100342583297,12,10,Belle,None,None,None,None,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,beagle,0.07948939999999999,True
119,863079547188785154,14,10,None,None,None,None,None,Lakeland_terrier,0.275242,True,Airedale,0.190569,True,teddy,0.102595,False
120,863062471531167744,13,10,Quinn,None,None,None,None,French_bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True
121,862831371563274240,13,10,Zooey,None,None,None,None,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True
122,862722525377298433,11,10,Dave,None,None,None,None,basset,0.39333,True,beagle,0.24203400000000005,True,boxer,0.0776925,True
123,862457590147678208,13,10,Jersey,None,None,None,None,home_theater,0.496348,False,studio_couch,0.167256,False,barber_chair,0.052625,False
124,862096992088072192,13,10,None,None,None,None,None,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True
125,861383897657036800,13,10,Hobbes,None,None,None,None,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True
126,861288531465048066,13,10,None,None,None,None,None,syringe,0.14471199999999998,False,oxygen_mask,0.106684,False,Bouvier_des_Flandres,0.0826102,True
127,861005113778896900,12,10,Burt,None,None,None,None,German_shepherd,0.507951,True,Pembroke,0.136113,True,muzzle,0.07576419999999999,False
128,860563773140209665,13,10,Lorenzo,None,None,None,None,Cardigan,0.583936,True,Pembroke,0.0559794,True,beagle,0.0458957,True
129,860524505164394496,13,10,Carl,None,None,None,None,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,Lakeland_terrier,0.08795069999999999,True
130,860276583193509888,12,10,Jordy,None,None,None,None,lakeside,0.312299,False,dock,0.159842,False,canoe,0.07079450000000001,False
131,860184849394610176,14,10,None,None,None,None,None,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False
132,859924526012018688,12,10,Milky,None,None,None,None,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,hog,0.10027,False
133,859851578198683649,13,10,Trooper,None,None,None,None,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True
134,859607811541651456,13,10,None,None,None,None,puppo,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True
135,859196978902773760,12,10,quite,None,None,None,None,Angora,0.224218,False,malamute,0.216163,True,Persian_cat,0.128383,False
136,859074603037188101,13,10,None,None,None,None,None,revolver,0.190292,False,projectile,0.149064,False,fountain,0.0660466,False
137,858843525470990336,13,10,None,doggo,None,None,None,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True
138,858471635011153920,13,10,Sophie,None,None,None,None,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True
139,858107933456039936,12,10,Wyatt,None,None,None,None,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False
140,857989990357356544,12,10,Rosie,None,None,None,None,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True
141,857746408056729600,13,10,Thor,None,None,None,None,Labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True
142,857393404942143489,13,10,None,None,None,None,None,malamute,0.8415969999999999,True,Siberian_husky,0.0736435,True,Eskimo_dog,0.0721286,True
143,857263160327368704,13,10,Oscar,None,None,None,None,Samoyed,0.998021,True,Pomeranian,0.000921636,True,keeshond,0.000311261,True
144,857029823797047296,12,10,Zeke,None,None,None,None,golden_retriever,0.968623,True,Labrador_retriever,0.0103252,True,Saluki,0.00414842,True
145,856543823941562368,12,10,Callie,None,None,None,None,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True
146,856526610513747968,14,10,None,None,None,None,None,Old_English_sheepdog,0.798481,True,Tibetan_terrier,0.0606024,True,standard_poodle,0.0407219,True
147,856282028240666624,14,10,Cermet,None,None,None,None,Chihuahua,0.8765430000000001,True,Italian_greyhound,0.032961800000000006,True,Cardigan,0.0207759,True
148,855851453814013952,13,10,None,doggo,None,None,puppo,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True
149,855459453768019968,12,10,quite,None,None,None,None,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True
150,854732716440526848,12,10,Marlee,None,None,None,None,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,chow,0.0284106,True
151,854482394044301312,13,10,Arya,None,None,None,None,Chihuahua,0.26024200000000003,True,toy_poodle,0.189158,True,Labrador_retriever,0.14419500000000002,True
152,854365224396361728,13,10,Einstein,None,None,None,None,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True
153,854120357044912130,14,10,None,None,None,pupper,None,black-and-tan_coonhound,0.8548610000000001,True,Doberman,0.0507918,True,bluetick,0.0217617,True
154,854010172552949760,11,10,None,doggo,floofer,None,None,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True
155,853760880890318849,12,10,Alice,None,None,None,None,miniature_pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True
156,853639147608842240,13,10,None,None,None,None,None,German_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True
157,853299958564483072,13,10,Rumpole,None,None,None,None,grille,0.65228,False,beach_wagon,0.112846,False,convertible,0.0862523,False
158,852912242202992640,12,10,Benny,None,None,None,None,Great_Dane,0.7837649999999999,True,Rhodesian_ridgeback,0.114147,True,English_foxhound,0.0464395,True
159,852672615818899456,12,10,Aspen,None,None,None,None,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True
160,852553447878664193,13,10,Jarod,None,None,None,None,bloodhound,0.186498,True,Brabancon_griffon,0.13902799999999998,True,Rottweiler,0.12594,True
161,852311364735569921,13,10,Wiggles,None,None,None,None,barbell,0.971581,False,dumbbell,0.028417900000000006,False,go-kart,5.59504e-07,False
162,852226086759018497,14,10,General,None,None,None,None,prison,0.352793,False,dishwasher,0.110723,False,file,0.094112,False
163,852189679701164033,12,10,Sailor,None,None,None,None,barrow,0.42315,False,Bernese_mountain_dog,0.415374,True,EntleBucher,0.0673454,True
164,851591660324737024,11,10,None,None,None,None,None,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True
165,851464819735769094,14,10,Iggy,None,None,None,None,web_site,0.919649,False,menu,0.0263061,False,crossword_puzzle,0.00348151,False
166,851224888060895234,13,10,Snoop,None,None,None,None,car_mirror,0.971512,False,seat_belt,0.00706346,False,standard_poodle,0.00568265,True
167,850753642995093505,11,10,Kyle,None,None,None,None,pug,0.996952,True,bull_mastiff,0.000995901,True,French_bulldog,0.00088338,True
168,850380195714523136,13,10,Leo,None,None,None,None,Yorkshire_terrier,0.249012,True,Maltese_dog,0.166364,True,Shih-Tzu,0.142254,True
169,850145622816686080,11,10,Riley,None,None,None,None,tennis_ball,0.7147979999999999,False,kelpie,0.10539,True,malinois,0.058552699999999985,True
170,850019790995546112,12,10,Boomer,None,None,pupper,None,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.052335300000000015,True
171,849776966551130114,12,10,None,None,None,None,None,Chihuahua,0.292092,True,toy_terrier,0.136852,True,bonnet,0.103111,False
172,849412302885593088,12,10,Noosh,None,None,None,None,schipperke,0.907559,True,crossword_puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True
173,849336543269576704,11,10,None,None,None,None,None,patio,0.521788,False,prison,0.149544,False,restaurant,0.0271526,False
174,849051919805034497,13,10,Kevin,None,None,None,None,fountain,0.997509,False,American_black_bear,0.00141312,False,sundial,0.000681115,False
175,848690551926992896,12,10,None,None,None,None,None,flat-coated_retriever,0.8236479999999999,True,Newfoundland,0.100571,True,groenendael,0.0383097,True
176,848324959059550208,12,10,Odin,None,None,None,None,malamute,0.5445760000000001,True,Siberian_husky,0.290268,True,Eskimo_dog,0.154421,True
177,848212111729840128,6,10,Jerry,None,None,None,None,Bedlington_terrier,0.333486,True,Ibizan_hound,0.245797,True,wallaby,0.131647,False
178,847962785489326080,10,10,Georgie,None,None,None,None,sea_lion,0.882654,False,mink,0.0668802,False,otter,0.0256787,False
179,847842811428974592,12,10,Rontu,None,None,None,None,Bernese_mountain_dog,0.951337,True,Greater_Swiss_Mountain_dog,0.0168491,True,Appenzeller,0.0108492,True
180,847606175596138505,12,10,Cannon,None,None,None,None,Cardigan,0.413688,True,Boston_bull,0.381836,True,doormat,0.0658678,False
181,847251039262605312,12,10,Furzey,None,None,None,None,Airedale,0.49538,True,Irish_terrier,0.316456,True,Lakeland_terrier,0.15853299999999998,True
182,847157206088847362,11,10,Daisy,None,None,None,None,Staffordshire_bullterrier,0.21960900000000005,True,American_Staffordshire_terrier,0.178671,True,pug,0.123271,True
183,847116187444137987,11,10,None,None,None,None,None,white_wolf,0.128935,False,American_Staffordshire_terrier,0.113434,True,dingo,0.0812314,False
184,846874817362120707,13,10,Tuck,None,None,None,None,Shetland_sheepdog,0.450539,True,papillon,0.187928,True,collie,0.140068,True
185,846514051647705089,13,10,Barney,doggo,None,None,None,golden_retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk_terrier,0.0529553,True
186,846153765933735936,13,10,Vixen,None,None,None,None,giant_schnauzer,0.346468,True,flat-coated_retriever,0.21845100000000006,True,Labrador_retriever,0.10802,True
187,846042936437604353,12,10,Jarvis,None,None,None,None,golden_retriever,0.96111,True,Labrador_retriever,0.0166952,True,Tibetan_mastiff,0.00908153,True
188,845812042753855489,13,10,None,None,None,None,None,Samoyed,0.979803,True,chow,0.0159226,True,white_wolf,0.00130279,False
189,845677943972139009,12,10,None,None,None,None,None,chow,0.8086810000000001,True,groenendael,0.123141,True,Newfoundland,0.0221432,True
190,845397057150107648,13,10,Mimosa,doggo,None,None,None,Dandie_Dinmont,0.394404,True,Maltese_dog,0.186537,True,West_Highland_white_terrier,0.181985,True
191,845306882940190720,12,10,Pickles,None,None,pupper,None,Irish_water_spaniel,0.567475,True,Labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True
192,844979544864018432,13,10,None,None,None,None,None,tennis_ball,0.999281,False,racket,0.00037008,False,Shetland_sheepdog,0.000132068,True
193,844973813909606400,12,10,Brady,None,None,None,None,Labrador_retriever,0.742421,True,golden_retriever,0.195218,True,Chihuahua,0.017320099999999998,True
194,844704788403113984,13,10,Luna,None,None,None,None,Labrador_retriever,0.980213,True,golden_retriever,0.00701167,True,beagle,0.00314697,True
195,844580511645339650,11,10,Charlie,None,None,None,None,washer,0.903064,False,dishwasher,0.032489,False,printer,0.0164562,False
196,844223788422217728,12,10,Margo,None,None,None,None,Labrador_retriever,0.71951,True,Chesapeake_Bay_retriever,0.122019,True,Newfoundland,0.0388276,True
